screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
lisalisajay,2021-12-23T10:55:59Z,RT @TVKev: The reluctance with which so many people are greeting the cast-iron news that Omicron is a mild variant that is neither  killing nor hospitalising its sufferers in significant numbers is bizarre. Do you actually want this Covid crap to continue? Time to take the old normal back!,,TVKev,#NoVaccinePassportsAnywhere #NoTyranny #NoMedicalApartheid,Twitter for Android,en,1473970638297653248
brys3n,2021-12-23T10:55:59Z,"i want to put together something for new years, but all you bitches got covid 💔",,,ig @brys3n,Twitter for iPhone,en,1473970638205427720
drtuck1,2021-12-23T10:55:59Z,"RT @AaronParnas: I just got a call from a family member who had a wedding earlier last week. It was a small wedding, with only about 15 people, all of whom were vaccinated. All 15 have tested positive for COVID since. 

The new variant is not a joke.",,AaronParnas,Gov Officials & Agencies Science News General News Politics Health,Twitter for iPhone,en,1473970637991460867
BEZARD93845815,2021-12-23T10:55:59Z,RT @DelancrayCeline: Le chef étoile Thierry marx se plaint qu il vient de perdre 50% de ses réservations a cause du covid. C est pas a cause du covid Thierry c est a cause du #PassSanitaireDeLaHonte .,,DelancrayCeline,,Twitter Web App,fr,1473970637882511363
hailqueenthandi,2021-12-23T10:55:59Z,RT @jubricant: hey uh so we all remember that covid has an incubation period of 2-14 days right..... because passing a rapid test the day after going to a super spreader event means literally nothing,,jubricant,26 | she/her | just a Philly jawn tryna figure life out & share some triflin tweets along the way,Twitter for iPhone,en,1473970637307879431
LeonardoAlmeyd3,2021-12-23T10:55:59Z,"RT @HenryChinaski67: 9336 casos hoy de Covid
Antes de conocer esta cifra ya había crecido 75% en una semana.",,HenryChinaski67,,Twitter for Android,es,1473970637290938368
sthelenscouncil,2021-12-23T10:55:59Z,"A COVID-19 symptom-free, walk-in testing station will open at Grange Valley Youth Centre in Haydock on:

➡️ 27-28 Dec: 10am-3pm
➡️ 29-31 Dec: 10am-4pm

The station at St Mary's Market is open every day except 25/26 Dec and 1 Jan.

More: https://t.co/h00e8wBdBI

#LetsGetTested https://t.co/geyIG4DIa7",,,"Information, news, events, and jobs from St Helens Borough Council. This account is not monitored 24 hours a day. Call us on 01744 676789 or visit our website.",Orlo,en,1473970636204785668
miami_diario,2021-12-23T10:55:59Z,"En Florida retiran anuncios que promovían la vacuna Covid-19
👇🏻
https://t.co/xHpSXkxro8",,,"Somos la ventana informativa para quienes viven, trabajan, hacen negocios, visitan o tienen sus raíces en #Miami con nosotros, Vive Miami en Español",Twitter for Android,es,1473970635932119047
ladyasabea,2021-12-23T10:55:59Z,"RT @CallmeAlfredo: If COVID-19 tests were more accessible in Ghana, current active case count would be in the ten thousands.",,CallmeAlfredo,No stress.,Twitter for iPhone,en,1473970635739213827
harlev1234,2021-12-23T10:55:59Z,"RT @eskilpedersen: Jeg har covid, og er sjeleglad for at jeg har fått to vaksinedoser. Symptomene varierer fra person til person, men for min del er det lenge siden jeg har vært så syk. Test dere ofte og ta både første, andre og tredje dose.",,eskilpedersen,"Far, borger, francofil og germanofil.
'He boiled for your sins!'

The Spaghetti Monster watches over you and Kevin Magnussen.
Citat: 'Suck my balls, mate'",Twitter for Android,no,1473970635219034122
tcurtisma,2021-12-23T10:55:59Z,"RT @13sarahmurphy: Through all this Covid and Brexit hell, all the govt lies, corruption, rule-breaking and general shittery, the Tory party has only ever obsessed about itself and its own power. It has never once stopped to reflect on the damage it does or the price we all pay for its failures.",,13sarahmurphy,"Retired (at last) Senior Lecturer Faculty of Education Manchester Metropolitan University , Nurse,Midwife,Health Visitor…
#JohnsonOut",Twitter Web App,en,1473970634908655618
Kyychan_9396,2021-12-23T10:55:58Z,@aveycute112 Sama kaya saudaraku soalnya dia kapan hari cerita ke aku. Kerja tuh pas dia gak enak bosnya kaya gitu nuduh nggak2. Temen kantornya kaya lebih ke senioritas . Sampe dia kena covid gara2 temennya. Eh baru sembuh di tuduh2. Emang boleh gajinya gede tapi KLO selama kerja gak nyaman.,aveycute112,,#JIHANTESTI #cutetesty #SobatGarangan  #ShillCrewLegit  BIGWIN $20 - $2000 aamiin fighting 💪🏻💪🏻💪🏻,Twitter for Android,in,1473970634128429056
msxenzo,2021-12-23T10:55:58Z,@QuentinDegiorgi C'est pas un proctologue qu'il faut aller voir pour faire un test covid hein 😂,QuentinDegiorgi,,I'm not Crazy. My reality is just different than yours.,Twitter for Android,fr,1473970633889484803
TygerWhoCame2T,2021-12-23T10:55:58Z,"RT @13sarahmurphy: Through all this Covid and Brexit hell, all the govt lies, corruption, rule-breaking and general shittery, the Tory party has only ever obsessed about itself and its own power. It has never once stopped to reflect on the damage it does or the price we all pay for its failures.",,13sarahmurphy,"Kipling the cat watches #DoctorWho, owns 2 humans (@samanthacarey84 & @actualDaveCarey) who feed & pamper him & likes wibbly noises & small furry things.",Twitter for Android,en,1473970632970878977
arnold5508,2021-12-23T10:55:58Z,Potret perjalanan dan penanganan Pandemi COVID-19 #Indonesia status 23 Desember 2021 telah berlangsung 663 hari - positivity rate 0.07% - mutasi akan terus berlanjut https://t.co/qK5SCqpB5t,,,"Infrastructures & Urban Economics
Foresight & Scenario - Cognitive Intelligence
Data driven - let data talk & track
Mathematician - Urbanomic - Forecaster",Twitter Web App,in,1473970632899497985
godly_simon,2021-12-23T10:55:58Z,"For those with an abonnement. After a long run down about what is happening across Europe as various measures are brought into play against Omicron, the article arrives at : for reasons more to to do with politics than health, Boris Johnson... 

https://t.co/iIa1fwANv8]",,,Living in northern France. Amateur historian ; almost knowledgeable on things WW1 😊,Twitter for Android,en,1473970632753020929
LaVonne54895931,2021-12-23T10:55:58Z,RT @GeorgePapa19: Breaking: Supreme Court will hear challenge to Biden Covid vaccine mandates,,GeorgePapa19,,Twitter for Android,en,1473970632404570118
LoomanL,2021-12-23T10:55:58Z,"RT @JamesMartinSJ: Don't give someone Covid for Christmas. Give them the gift of health and peace of mind. You may not be worried about getting Covid, but it's not just about you: you could infect someone else. So get vaxxed, boosted, tested, and masked. Covid is an awful Christmas gift.",,JamesMartinSJ,,Twitter for iPhone,en,1473970632337637380
Amapola56567017,2021-12-23T10:55:58Z,@diariodeavisos Porque entrar con certificado covid en espacio cerrado no significa no estar positivo,diariodeavisos,,"enfermera, esposa, rompehielos,",Twitter for Android,es,1473970632325009412
Re_Zero_Zero,2021-12-23T10:55:58Z,"After a horrific COVID wave, India's health system is now overwhelmed by a different virus https://t.co/7n5oUFItHC @ConversationEDUより",,,"たまたまこの時空を共に生きた人
80年位…かな、多分。
意思のツブテ…
目的地不明…",Twitter Web App,en,1473970632203587587
Msp2Msp1,2021-12-23T10:55:58Z,"RT @marcfriedrich7: Wer hätte das gedacht? Wie realitätsfremd sind unsere Politiker eigentlich? Keiner möchte ständig das Handy vorzeigen müssen oder sogar in langen Schlangen vor den Läden bei 0° warten bis er rein darf.

2G-Regeln halten Kunden offenbar von Läden fern 

https://t.co/Qkih0jNvKS",,marcfriedrich7,Freiheit ist das einzige was zählt,Twitter Web App,de,1473970632203419659
MichaelDavSmith,2021-12-23T10:55:58Z,"@concretemilk The people who ""do their own research"" on vaccines are usually incapable of understanding the context of the statistics they're ""researching."" So they don't know that vaccinated people take covid more seriously and are therefore more likely to get tested.",concretemilk,,"Managing Editor, Pro Football Talk",TweetDeck,en,1473970632140496897
Romolovossian,2021-12-23T10:55:58Z,"RT @mtwit75: #AnneHidalgo plus forte que Madame Soleil 
➡️ elle avait vu arriver la nouvelle vague Omicron dès le 20 octobre ... alors qu'il a été séquencé pour la 1ère fois le 22 novembre en Afrique du Sud
➡️ dans ses interviews des 25 et 28 octobre, elle ne disait pas un mot sur le Covid https://t.co/tfBBJFmxG1",,mtwit75,,Twitter Web App,fr,1473970632052383747
LatigoRealidad,2021-12-23T10:55:58Z,"RT @Ant52529536Jose: 🇨🇳| China envía aleatoriamente mensajes a sus ciudadanos para realizar una prueba covid, de no realizarse, el estado de su código QR ya no sería válido. https://t.co/N1f6GtyL5D",,Ant52529536Jose,Matando Tontos,Twitter for Android,es,1473970631842615298
NKwadabeka,2021-12-23T10:55:58Z,"RT @CNN: South Africa has passed the peak of its Omicron outbreak, according to one of the country's top scientific researchers. 

The variant continues to take a grip of many places, including the US. Countries across Europe are reintroducing Covid restrictions. https://t.co/H4DjroqF3u",,CNN,DM,Twitter for Android,en,1473970631687479301
meejahoar,2021-12-23T10:55:58Z,RT @pimlicat: Number of NHS staff off sick rises by 50% in a week https://t.co/7USlUsWtAt,,pimlicat,#ally #BLM #Rejoiner #proNHS #DemocraticDeficit #BidenHarris #antiJohnson #antiTory #exYanq #proEU #Aus #ProPR | Can’t #FB b/c Twitter limits🙁| Views my own,Twitter for iPhone,en,1473970631578431490
Davidmoral280,2021-12-23T10:55:58Z,"RT @JJRuiz791: Conocéis algunas navidades, que más de la mitad de la familia, no estuviera resfriada? 
Pues ahora han cambiado el nombre y se llama covid!!",,JJRuiz791,🇪🇸 Ingeniero Tec. Industrial USAL,Twitter for iPhone,es,1473970631293247498
gonzalo75211765,2021-12-23T10:55:58Z,"RT @GobdeSantander: #SantanderInforma| Así avanza el Plan Nacional de Vacunación contra el COVID-19 en las provincias del departamento. ⬇️

#SiNosCuidamosAvanzamos. 
@FiscaliaCol @PGN_COL @CGR_Colombia @DefensoriaCol @Supersalud https://t.co/LMABxocG3a",,GobdeSantander,Leal,Twitter for iPhone,es,1473970631289053184
LeahCMa,2021-12-23T10:55:58Z,"RT @DocteurPEB1: @f_philippot Revue NATURE (la plus grande revue scientifique au monde)
tout infecté COVID 19 pour tout variant bénéficie ensuite d'une très forte immunité pendant au moins 24 mois !
Ils ne peuvent plus être infectés !
Pourtant ils n'auront PAS droit au PaSS vaccinal !
https://t.co/bhkkReEL4I",,DocteurPEB1,«contrôler et régenter les masses conformément à notre volonté sans qu’elles en aient conscience» Propaganda (1928) E.Bernays,Twitter for iPhone,fr,1473970631167336450
anya_skatova,2021-12-23T10:55:58Z,"RT @Bedminsterpharm: Please share with anyone interested! We have another Covid-19 booster jab clinic running today, taking place at Bedminster Methodist Church. We will open at 9am and close at 10pm. We will close for a break from 1-2pm. #bristol #bedminster #covidbooster #boosterjab #BS3",,Bedminsterpharm,Behavioural scientist and UKRI Fellow at the University of Bristol,Twitter for Android,en,1473970630848651268
KaisaLouisaFan,2021-12-23T10:55:57Z,Just found out my dad and sister both got covid now too! Nice christmas this is turning into 😭,,,"I'm Kirsty, I'm Welsh and bubbly and i'm here to love and support @KaisaHammarlund and @LouisaClein ALWAYS!! They both follow and both know who i am!! 💜💖💜💖",Twitter for Android,en,1473970630282391559
CllrJStockton,2021-12-23T10:55:57Z,"RT @HaltonBC: COVID-19 Booster Vaccination Clinic being held TODAY (Tues 21 Dec) at DCBL Stadium, Widnes. You can walk in without an appointment. Please check eligibility before attending - https://t.co/tpCJbkamgW
9.30am-12.30pm and 2.00pm-6.00pm

#StrongKindSafe https://t.co/RRCCPLMCNo",,HaltonBC,Twitter page of John Stockton-Labour Ward member for Halton Brook and Board Member of Merseytravel. All views are my own. Retweets are not endorsements.,Twitter for iPhone,en,1473970629879771150
buceobuceotw,2021-12-23T10:55:57Z,"RT @MazzucatoM: Once again, the Entrepreneurial State funds the vaccines then lets Big Pharma put their brand on it.  Why?? “Who funded the research behind the Oxford–AstraZeneca COVID-19 vaccine?” https://t.co/JE6YmyQqMG",,MazzucatoM,"• Desarrollo, economía y coso...
• UDELAR/UHH • Focus: Institutions, innovation & economic development • Act:. Mitbestimmung/codetermination",Twitter for Android,en,1473970629518974985
Sakapoils,2021-12-23T10:55:57Z,"@GuillaumeFavez @Ryanair @SNCF C'est très simple, t'indemnises pas les milliers de passagers qui peuvent pas prendre leur vol pour diverses causes Covid, ça compense un peu.",GuillaumeFavez,,,Twitter Web App,fr,1473970629435088898
Toni_Aguilar440,2021-12-23T10:55:57Z,"RT @EmpresarioVox: Pensaba que nadie tenía más tragaderas que los votantes socialistas, pero estaba equivocado, los peperos sí las tienen.

Feijóo, Moreno y López Miras han pedido que la mascarilla sea obligatoria al aire libre, además del certificado Covid, y ahí están sus acólitos defendiéndolos.",,EmpresarioVox,"Modelista-Diseñador de calzado-Pintor
Instagram--@toni_aguilar440",Twitter for Android,es,1473970629401526275
sc_20201,2021-12-23T10:55:57Z,"RT @DrEliDavid: Israel 🇮🇱 today:
🔸Covid hospitalizations: 124
🔸Omicron hospitalizations: 0
🔸Flu hospitalizations: 1088

🤔",,DrEliDavid,"Prayer for Austria/Österreich betet 🇦🇹✝️🙏 Die Würde des Menschen ist unantastbar!

#Impffreiheit
#NeinzurImpfpflicht
#NoVaccineMandates
#Austrialockdown",Twitter for Android,en,1473970628537597956
umacollo,2021-12-23T10:55:57Z,"RT @abc_es: 🔴 #ÚLTIMAHORA Antonio Resines, ingresado en la UCI por contagio de Covid con las tres dosis de la vacuna https://t.co/dpLmFcNrBM",,abc_es,"Geological activity, Conservador, de Derecha, Pro Familia Tradicional.",Twitter for iPhone,es,1473970628331986946
iKookAlert,2021-12-23T10:55:57Z,RT @ElectionWiz: WASHINGTON (AP) — The U.S. Secret Service says nearly $100 billion has been stolen from COVID-19 relief programs set up to help businesses and people who lost their jobs due to the pandemic.,,ElectionWiz,God given rights shall endure and become world wide rule rather than exception.,Twitter for iPhone,en,1473970627950297088
hschwe3449,2021-12-23T10:55:57Z,"RT @alfonslopeztena: More than 13 million people in the Chinese city of Xi'an have been ordered to stay at home as authorities attempt to tackle a Covid outbreak. Only one person per household is allowed to leave home every 2 days to buy essential goods
https://t.co/h6CkLR0gYE",,alfonslopeztena,,Twitter for Android,en,1473970627811889155
Bethechange901,2021-12-23T10:55:57Z,"RT @mizpaah_faarig: The government's urge to make a recipe of destruction before every Covid wave. 
#ExpediteNEETPGCounselling2021 
#NEETPG2021",,mizpaah_faarig,An initiative by a medico to raise awareness over the vexing issues of this country.,Twitter for Android,en,1473970627786596356
BAWard10,2021-12-23T10:55:57Z,"RT @AllisonPearson: Astonishing fact. 70% of London’s so-called “COVID hospitalizations”are diagnosed several days after admission for other ailments. 
  They are NOT COVID patients.
  A positive test 8 days after admission means the hospital basically gave the patient COVID.",,AllisonPearson,Director of Rugby @ealingtfrugby,Twitter for iPhone,en,1473970627711283201
